pc01_state_id,pc01_town_id,shrid
"03","40412000","11-03-800164"
"03","40413000","11-03-800162"
"03","40414000","11-03-800163"
"03","40501000","11-03-800174"
"03","40502000","11-03-031343"
"03","40503000","11-03-031344"
"03","40504000","11-03-800172"
"03","40505000","11-03-800173"
"03","40506000","11-03-800171"
"03","40507000","11-03-800175"
"03","40508000","11-03-031760"
"03","40509000","11-03-800176"
"03","40510000","11-03-800177"
"03","40511000","11-03-800178"
"03","40512000","11-03-800179"
"03","40601000","11-03-800180"
"03","40602000","11-03-800181"
"03","40603000","11-03-800182"
"03","40604000","11-03-800183"
"03","40701000","11-03-800258"
"03","40702000","11-03-800257"
"03","40703000","11-03-038763"
"03","40704000","11-03-800259"
"03","40705000","11-03-800262"
"03","40706000","11-03-800261"
"03","40707000","11-03-039141"
"03","40708000","01-03-40709000"
"03","40709000","01-03-40709000"
"03","40710000","11-03-800266"
"03","40801000","11-03-800188"
"03","40802000","11-03-800187"
"03","40803000","11-03-800186"
"03","40804000","11-03-800185"
"03","40805000","11-03-800184"
"03","40901000","11-03-800196"
"03","40902000","11-03-800197"
"03","40903000","11-03-800199"
"03","40904000","11-03-033755"
"03","40905000","11-03-800198"
"03","40906000","11-03-800193"
"03","40907000","11-03-800192"
"03","40908000","11-03-800191"
"03","40909000","11-03-800194"
"03","40910000","11-03-800195"
"03","40911000","11-03-800190"
"03","40912000","11-03-800189"
"03","41001000","11-03-800203"
"03","41002000","11-03-800202"
"03","41003000","11-03-800201"
"03","41004000","11-03-800200"
"03","41101000","11-03-800204"
"03","41102000","11-03-800205"
"03","41103000","11-03-800209"
"03","41104000","11-03-800207"
"03","41105000","11-03-800208"
"03","41106000","11-03-800211"
"03","41107000","11-03-800212"
"03","41108000","11-03-800213"
"03","41109000","11-03-800214"
"03","41201000","11-03-800218"
"03","41202000","11-03-800217"
"03","41203000","11-03-800215"
"03","41204000","11-03-800216"
"03","41301000","11-03-800219"
"03","41302000","11-03-800220"
"03","41303000","11-03-800221"
"03","41401000","11-03-800225"
"03","41402000","11-03-035831"
"03","41403000","11-03-800223"
"03","41404000","11-03-800224"
"03","41405000","11-03-800226"
"03","41406000","11-03-800227"
"03","41407000","11-03-800229"
"03","41408000","11-03-800228"
"03","41409000","11-03-800231"
"03","41501000","11-03-800235"
"03","41502000","11-03-800236"
"03","41503000","11-03-800234"
"03","41504000","11-03-800233"
"03","41505000","11-03-800232"
"03","41601000","11-03-800269"
"03","41602000","11-03-800270"
"03","41603000","11-03-800271"
"03","41604000","11-03-800285"
"03","41605000","11-03-800281"
"03","41606000","11-03-800282"
"03","41607000","11-03-800284"
"03","41608000","11-03-800283"
"03","41609000","11-03-800274"
"03","41610000","11-03-800275"
"03","41611000","11-03-800278"
"03","41612000","11-03-800279"
"03","41613000","11-03-800280"
"03","41614000","11-03-800277"
"03","41615000","11-03-800276"
"03","41616000","11-03-800273"
"03","41617000","11-03-800272"
"03","41701000","11-03-800240"
"03","41702000","11-03-800239"
"03","41703000","11-03-800238"
"03","41704000","11-03-800237"
"03","41705000","11-03-800243"
"03","41706000","11-03-800242"
"03","41708000","11-03-036830"
"03","41709000","11-03-800244"
"03","41710000","11-03-800245"
"03","41711000","11-03-800265"
"03","41712000","11-03-800268"
"03","41713000","11-03-039383"
"03","41714000","11-03-800267"
"04","40101000","11-04-800286"
"05","40101000","11-05-800287"
"05","40102000","11-05-800288"
"05","40103000","11-05-800289"
"05","40201000","11-05-800290"
"05","40202000","11-05-800291"
"05","40203000","11-05-800292"
"05","40204000","11-05-800293"
"05","40205000","11-05-800294"
"05","40206000","11-05-800295"
"05","40301000","11-05-800296"
"05","40302000","11-05-800297"
"05","40401000","11-05-800300"
"05","40402000","11-05-800301"
"05","40403000","11-05-800298"
"05","40404000","11-05-800299"
"05","40405000","11-05-800302"
"05","40406000","11-05-044604"
"05","40407000","11-05-800303"
"05","40501000","11-05-800304"
"05","40502000","11-05-800305"
"05","40503000","11-05-800306"
"05","40504000","11-05-800307"
"05","40505000","11-05-800308"
"05","40506000","11-05-800309"
"05","40507000","11-05-800310"
"05","40508000","01-05-40508000"
"05","40509000","11-05-800311"
"05","40510000","11-05-045267"
"05","40511000","11-05-800312"
"05","40512000","11-05-800313"
"05","40513000","11-05-800314"
"05","40514000","11-05-045363"
"05","40601000","11-05-800315"
"05","40602000","11-05-800316"
"05","40603000","11-05-800317"
"05","40604000","11-05-800299"
"05","40605000","11-05-800318"
"05","40606000","11-05-800319"
"05","40607000","11-05-048598"
"05","40701000","01-05-40701000"
"05","40702000","11-05-800320"
"05","40703000","11-05-800321"
"05","40704000","11-05-800322"
"05","40801000","11-05-800323"
"05","40901000","11-05-800325"
"05","40902000","11-05-800324"
"05","40903000","11-05-800326"
"05","40904000","11-05-800327"
"05","41001000","11-05-800329"
"05","41002000","11-05-800328"
"05","41003000","11-05-800330"
"05","41004000","11-05-054471"
"05","41101000","11-05-800336"
"05","41102000","11-05-800331"
"05","41103000","11-05-800332"
"05","41104000","11-05-800333"
"05","41105000","11-05-800334"
"05","41106000","11-05-800337"
"05","41107000","11-05-800335"
"05","41108000","11-05-800338"
"05","41201000","11-05-800341"
"05","41202000","11-05-800342"
"05","41203000","11-05-800339"
"05","41204000","11-05-055697"
"05","41205000","11-05-800340"
"05","41206000","11-05-800343"
"05","41207000","11-05-800344"
"05","41208000","11-05-800345"
"05","41209000","11-05-800348"
"05","41210000","11-05-800349"
"05","41211000","11-05-800346"
"05","41212000","11-05-056015"
"05","41213000","11-05-056016"
"05","41214000","11-05-800347"
"05","41215000","11-05-800350"
"05","41216000","11-05-800351"
"05","41217000","11-05-800352"
"05","41301000","11-05-800353"
"05","41302000","11-05-800354"
"05","41303000","11-05-056638"
"05","41304000","11-05-056639"
"05","41305000","11-05-800355"
"05","41306000","11-05-800356"
"05","41307000","11-05-800357"
"05","41308000","11-05-800358"
"05","41309000","11-05-800359"
"05","41310000","11-05-800360"
"06","40101000","11-06-800361"
"06","40102000","11-06-800362"
"06","40103000","11-06-800363"
"06","40104000","11-06-057170"
"06","40201000","11-06-800364"
"06","40202000","11-06-800365"
"06","40203000","11-06-800367"
"06","40204000","11-06-800366"
"06","40205000","11-06-057509"
"06","40206000","11-06-057512"
"06","40301000","11-06-058145"
"06","40302000","11-06-058146"
"06","40303000","11-06-057958"
"06","40304000","11-06-057964"
"06","40305000","11-06-057962"
"06","40306000","11-06-800369"
"06","40307000","11-06-800368"
"06","40308000","11-06-057961"
"06","40309000","11-06-057960"
"06","40310000","11-06-057959"
"06","40311000","11-06-058298"
"06","40401000","11-06-800370"
"06","40402000","11-06-800371"
"06","40403000","01-06-40403000"
"06","40404000","11-06-800373"
"06","40501000","11-06-800374"
"06","40502000","11-06-800375"
"06","40503000","11-06-800376"
"06","40504000","11-06-800377"
"06","40601000","11-06-800378"
"06","40602000","11-06-800379"
"06","40603000","11-06-800380"
"06","40604000","11-06-800381"
"06","40605000","11-06-059310"
"06","40606000","11-06-800383"
"06","40607000","11-06-800384"
"06","40701000","11-06-800385"
"06","40702000","11-06-059500"
"06","40703000","11-06-059501"
"06","40704000","11-06-059503"
"06","40705000","11-06-059499"
"06","40706000","11-06-800386"
"06","40801000","11-06-800387"
"06","40802000","11-06-800388"
"06","40803000","11-06-800389"
"06","40804000","11-06-800390"
"06","40901000","11-06-800391"
"06","40902000","11-06-800392"
"06","40903000","11-06-800393"
"06","40904000","11-06-800394"
"06","40905000","11-06-800395"
"06","41001000","11-06-800396"
"06","41002000","11-06-060411"
"06","41003000","11-06-800397"
"06","41004000","11-06-800398"
"06","41101000","11-06-800399"
"06","41102000","11-06-800400"
"06","41103000","11-06-800401"
"06","41104000","11-06-800402"
"06","41105000","11-06-800403"
"06","41201000","11-06-061014"
"06","41202000","11-06-800404"
"06","41203000","11-06-800405"
"06","41204000","11-06-800406"
"06","41205000","11-06-800407"
"06","41301000","11-06-800408"
"06","41302000","11-06-800409"
"06","41303000","11-06-061274"
"06","41304000","11-06-800410"
"06","41305000","11-06-800411"
"06","41306000","11-06-800412"
"06","41401000","11-06-800413"
"06","41402000","11-06-800415"
"06","41403000","11-06-800414"
"06","41501000","11-06-800417"
"06","41502000","11-06-061808"
"06","41503000","11-06-800418"
"06","41505000","11-06-800419"
"06","41601000","11-06-800420"
"06","41602000","11-06-800421"
"06","41603000","11-06-800422"
"06","41604000","11-06-800423"
"06","41605000","11-06-062334"
"06","41701000","11-06-800424"
"06","41702000","11-06-800425"
"06","41703000","01-06-41703000"
"06","41704000","11-06-800426"
"06","41801000","11-06-800427"
"06","41802000","11-06-800428"
"06","41803000","11-06-800430"
"06","41804000","11-06-800429"
"06","41805000","11-06-800429"
"06","41806000","11-06-800429"
"06","41807000","11-06-800429"
"06","41808000","11-06-800431"
"06","41809000","11-06-800432"
"06","41810000","11-06-800433"
"06","41811000","11-06-800434"
"06","41812000","11-06-800435"
"06","41901000","11-06-063498"
"06","41902000","11-06-800436"
"06","41903000","11-06-800437"
"06","41904000","11-06-800438"
"06","41905000","11-06-800439"
"06","41906000","11-06-800440"
"07","40103000","11-07-800441"
"07","40104000","11-07-800441"
"07","40105000","11-07-800441"
"07","40106000","11-07-800441"
"07","40107000","11-07-800441"
"07","40108000","11-07-800441"
"07","40109000","11-07-800441"
"07","40110000","11-07-800441"
"07","40111000","11-07-800441"
"07","40112000","11-07-800441"
"07","40113000","11-07-800441"
"07","40114000","11-07-800441"
"07","40115000","11-07-800441"
"07","40116000","11-07-800441"
"07","40117000","11-07-800441"
"07","40118000","11-07-800441"
"07","40119000","11-07-800441"
"07","40120000","11-07-800441"
"07","40121000","11-07-800441"
"07","40122000","11-07-800441"
"07","40203000","11-07-800441"
"07","40223000","11-07-800441"
"07","40224000","11-07-800441"
"07","40303000","11-07-800441"
"07","40325000","11-07-800441"
"07","40326000","11-07-800441"
"07","40327000","11-07-800441"
"07","40328000","11-07-800441"
"07","40329000","11-07-800441"
"07","40330000","11-07-800441"
"07","40331000","11-07-800441"
"07","40332000","11-07-800441"
"07","40333000","11-07-800441"
"07","40334000","11-07-800441"
"07","40335000","11-07-800441"
"07","40403000","11-07-800441"
"07","40436000","11-07-800441"
"07","40437000","11-07-800441"
"07","40438000","11-07-800441"
"07","40439000","11-07-800441"
"07","40440000","11-07-800441"
"07","40501000","11-07-800441"
"07","40503000","11-07-800441"
"07","40601000","11-07-800441"
"07","40603000","11-07-800441"
"07","40703000","11-07-800441"
"07","40741000","11-07-800441"
"07","40742000","11-07-800441"
"07","40743000","11-07-800441"
"07","40744000","11-07-800441"
"07","40801000","11-07-800441"
"07","40802000","11-07-800441"
"07","40803000","11-07-800441"
"07","40845000","11-07-800441"
"07","40846000","11-07-800441"
"07","40847000","11-07-800441"
"07","40848000","11-07-800441"
"07","40849000","11-07-800441"
"07","40850000","11-07-800441"
"07","40851000","11-07-800441"
"07","40901000","11-07-800441"
"07","40903000","11-07-800441"
"07","40952000","11-07-800441"
"07","40953000","11-07-800441"
"07","40954000","11-07-800441"
"07","40955000","11-07-800441"
"07","40956000","11-07-800441"
"07","40957000","11-07-800441"
"07","40958000","11-07-800441"
"07","40959000","11-07-800441"
"07","40960000","11-07-800441"
"07","40961000","11-07-800441"
"07","40962000","11-07-800441"
"08","40101000","11-08-800444"
"08","40102000","11-08-800445"
"08","40103000","11-08-800446"
"08","40104000","11-08-800447"
"08","40105000","11-08-800449"
"08","40106000","11-08-800448"
"08","40107000","11-08-800450"
"08","40108000","11-08-800451"
"08","40109000","11-08-066362"
"08","40110000","11-08-800452"
"08","40112000","11-08-800453"
"08","40201000","11-08-800454"
"08","40202000","11-08-800455"
"08","40203000","11-08-800456"
"08","40204000","11-08-800457"
"08","40205000","11-08-800458"
"08","40206000","11-08-800459"
"08","40301000","11-08-800460"
"08","40302000","11-08-800461"
"08","40303000","11-08-800462"
"08","40401000","11-08-800464"
"08","40402000","11-08-800465"
"08","40403000","11-08-800466"
"08","40404000","11-08-800468"
"08","40405000","11-08-800467"
"08","40406000","11-08-800463"
"08","40407000","11-08-800469"
"08","40408000","11-08-800470"
"08","40409000","11-08-800471"
"08","40410000","11-08-800472"
"08","40411000","11-08-800473"
"08","40501000","11-08-800474"
"08","40502000","11-08-800475"
"08","40503000","11-08-800476"
"08","40504000","11-08-800477"
"08","40505000","11-08-800478"
"08","40506000","11-08-800479"
"08","40507000","11-08-800481"
"08","40508000","11-08-800480"
"08","40509000","11-08-071567"
"08","40510000","11-08-800482"
"08","40511000","11-08-800483"
"08","40512000","11-08-800484"
"08","40513000","11-08-800485"
"08","40601000","11-08-800486"
"08","40602000","11-08-800487"
"08","40603000","11-08-800488"
"08","40604000","11-08-072517"
"08","40605000","11-08-800489"
"08","40606000","11-08-800490"
"08","40607000","11-08-800491"
"08","40608000","11-08-073683"
"08","40609000","11-08-800492"
"08","40701000","11-08-800493"
"08","40702000","11-08-800494"
"08","40703000","11-08-800495"
"08","40704000","11-08-800496"
"08","40705000","11-08-800497"
"08","40706000","11-08-800498"
"08","40707000","11-08-800499"
"08","40708000","11-08-800500"
"08","40709000","11-08-800501"
"08","40801000","11-08-800502"
"08","40802000","11-08-800503"
"08","40803000","11-08-800504"
"08","40901000","11-08-800505"
"08","40902000","11-08-800506"
"08","40903000","11-08-800507"
"08","41001000","11-08-800508"
"08","41002000","11-08-077198"
"08","41003000","11-08-800509"
"08","41004000","01-08-41004000"
"08","41101000","11-08-800510"
"08","41102000","11-08-078281"
"08","41103000","11-08-078282"
"08","41104000","11-08-800511"
"08","41105000","11-08-800512"
"08","41201000","11-08-800513"
"08","41202000","11-08-800514"
"08","41203000","11-08-800515"
"08","41204000","11-08-800516"
"08","41205000","11-08-800517"
"08","41206000","11-08-800520"
"08","41207000","11-08-800518"
"08","41208000","11-08-800519"
"08","41209000","11-08-800521"
"08","41210000","11-08-800522"
"08","41211000","11-08-800523"
"08","41301000","11-08-800524"
"08","41302000","11-08-800525"
"08","41303000","11-08-800526"
"08","41304000","11-08-800527"
"08","41305000","11-08-800528"
"08","41306000","11-08-800529"
"08","41307000","11-08-800530"
"08","41308000","11-08-800531"
"08","41309000","11-08-800532"
"08","41401000","11-08-800533"
"08","41402000","11-08-800534"
"08","41403000","11-08-800535"
"08","41404000","11-08-082987"
"08","41405000","11-08-800536"
"08","41406000","11-08-800537"
"08","41407000","11-08-800538"
"08","41408000","11-08-083491"
"08","41409000","11-08-800539"
"08","41410000","11-08-800540"
"08","41411000","11-08-800541"
"08","41412000","11-08-800542"
"08","41501000","11-08-800543"
"08","41502000","11-08-800544"
"08","41503000","11-08-800545"
"08","41504000","11-08-800546"
"08","41601000","11-08-800547"
"08","41602000","11-08-800548"
"08","41701000","11-08-800549"
"08","41702000","11-08-800550"
"08","41801000","11-08-800551"
"08","41802000","11-08-800552"
"08","41803000","11-08-800553"
"08","41901000","11-08-800554"
"08","41902000","11-08-800555"
"08","41903000","11-08-800556"
"08","41904000","11-08-800557"
"08","41905000","11-08-800558"
"08","42001000","11-08-800559"
"08","42002000","11-08-800560"
"08","42003000","11-08-090726"
"08","42004000","11-08-800561"
"08","42005000","11-08-091065"
"08","42006000","11-08-800562"
"08","42007000","11-08-800563"
"08","42008000","11-08-800564"
"08","42009000","11-08-800565"
"08","42010000","11-08-800566"
"08","42011000","11-08-800567"
"08","42101000","11-08-800568"
"08","42102000","11-08-800569"
"08","42103000","11-08-800570"
"08","42104000","01-08-42104000"
"08","42105000","11-08-800571"
"08","42106000","11-08-800572"
"08","42107000","11-08-800573"
"08","42108000","11-08-800574"
"08","42109000","11-08-800575"
"08","42201000","11-08-800576"
"08","42202000","11-08-092991"
"08","42203000","11-08-800577"
"08","42204000","11-08-800578"
"08","42205000","11-08-800579"
"08","42206000","11-08-800580"
"08","42207000","11-08-800581"
"08","42301000","11-08-800582"
"08","42302000","11-08-800583"
"08","42303000","11-08-800584"
"08","42304000","11-08-800586"
"08","42305000","11-08-800585"
"08","42306000","11-08-800587"
"08","42307000","11-08-094557"
"08","42401000","11-08-800588"
"08","42402000","11-08-800589"
"08","42403000","11-08-800590"
"08","42404000","11-08-800591"
"08","42405000","11-08-800592"
"08","42406000","11-08-800593"
"08","42407000","11-08-800594"
"08","42408000","11-08-096393"
"08","42501000","11-08-800595"
"08","42502000","11-08-800596"
"08","42503000","11-08-800597"
"08","42504000","01-08-42504000"
"08","42505000","11-08-800598"
"08","42601000","11-08-800622"
"08","42602000","11-08-800623"
"08","42603000","11-08-800624"
"08","42604000","11-08-800625"
"08","42605000","11-08-108047"
"08","42606000","11-08-800626"
"08","42607000","11-08-107554"
"08","42608000","11-08-107555"
"08","42609000","11-08-107683"
"08","42610000","11-08-107879"
"08","42701000","11-08-800599"
"08","42702000","11-08-800600"
"08","42703000","11-08-098173"
"08","42801000","11-08-098875"
"08","42802000","11-08-800601"
"08","42803000","11-08-800602"
"08","42901000","11-08-800603"
"08","42902000","11-08-800604"
"08","42903000","11-08-800605"
"08","42904000","11-08-800606"
"08","42905000","11-08-800607"
"08","42906000","11-08-800627"
"08","42907000","11-08-800608"
"08","42908000","11-08-800628"
"08","43001000","11-08-800609"
"08","43002000","01-08-43002000"
"08","43003000","11-08-800610"
"08","43004000","11-08-102329"
"08","43005000","11-08-102330"
"08","43006000","11-08-102332"
"08","43007000","11-08-800611"
"08","43008000","11-08-102333"
"08","43009000","11-08-102334"
"08","43010000","11-08-102335"
"08","43011000","11-08-800612"
"08","43101000","11-08-800613"
"08","43102000","11-08-800614"
"08","43103000","11-08-800615"
"08","43104000","11-08-102950"
"08","43105000","11-08-800616"
"08","43106000","11-08-103778"
"08","43201000","11-08-800617"
"08","43202000","11-08-800618"
"08","43203000","11-08-104376"
"08","43204000","11-08-800619"
"08","43205000","11-08-104837"
"08","43206000","11-08-800620"
"08","43207000","11-08-800621"
"08","43208000","11-08-105388"
"09","40101000","11-09-800629"
"09","40102000","11-09-109208"
"09","40103000","11-09-109636"
"09","40104000","11-09-800630"
"09","40105000","11-09-800631"
"09","40106000","11-09-800632"
"09","40107000","11-09-800633"
"09","40108000","11-09-800634"
"09","40109000","11-09-800635"
"09","40110000","11-09-800636"
"09","40111000","11-09-800638"
"09","40112000","11-09-800639"
"09","40113000","11-09-800637"
"09","40201000","11-09-800640"
"09","40202000","11-09-800641"
"09","40203000","11-09-800642"
"09","40204000","11-09-800643"
"09","40205000","11-09-800644"
"09","40206000","11-09-800645"
"09","40207000","11-09-800646"
"09","40208000","11-09-800647"
"09","40209000","11-09-800648"
"09","40210000","11-09-800649"
"09","40211000","11-09-800650"
"09","40212000","11-09-800651"
"09","40213000","11-09-800652"
"09","40214000","11-09-800653"
"09","40215000","11-09-800654"
"09","40216000","11-09-800655"
"09","40217000","11-09-800656"
"09","40218000","11-09-111302"
"09","40219000","11-09-800657"
"09","40220000","11-09-800658"
"09","40221000","11-09-800659"
"09","40301000","11-09-800660"
"09","40302000","11-09-800661"
"09","40303000","11-09-112010"
"09","40304000","11-09-800662"
"09","40305000","11-09-800663"
"09","40306000","11-09-800664"
"09","40307000","11-09-800665"
"09","40308000","11-09-112563"
"09","40309000","11-09-112564"
"09","40310000","11-09-800666"
"09","40311000","11-09-800667"
"09","40312000","11-09-800668"
"09","40313000","11-09-800669"
"09","40314000","11-09-800670"
"09","40315000","11-09-800671"
"09","40316000","11-09-800672"
"09","40317000","11-09-800673"
"09","40318000","11-09-800674"
"09","40319000","11-09-800675"
"09","40320000","11-09-800676"
"09","40321000","11-09-800677"
"09","40401000","11-09-800678"
"09","40402000","11-09-800679"
"09","40403000","11-09-800680"
"09","40404000","11-09-800681"
"09","40405000","11-09-800682"
"09","40406000","11-09-800683"
"09","40407000","11-09-800684"
"09","40408000","11-09-115652"
"09","40409000","11-09-800685"
"09","40410000","11-09-800686"
"09","40411000","11-09-800687"
"09","40412000","11-09-800688"
"09","40413000","11-09-800689"
"09","40501000","11-09-800690"
"09","40502000","11-09-800691"
"09","40503000","11-09-800692"
"09","40504000","11-09-800695"
"09","40505000","11-09-800693"
"09","40506000","11-09-800694"
"09","40507000","11-09-800697"
"09","40508000","11-09-800696"
"09","40601000","11-09-800698"
"09","40602000","11-09-800699"
"09","40603000","11-09-800700"
"09","40604000","11-09-800701"
"09","40605000","11-09-800702"
"09","40606000","11-09-800703"
"09","40607000","11-09-800704"
"09","40608000","11-09-800705"
"09","40701000","11-09-800706"
"09","40702000","11-09-800707"
"09","40703000","11-09-800708"
"09","40704000","11-09-800709"
"09","40705000","11-09-800710"
"09","40706000","11-09-800711"
"09","40707000","11-09-800712"
"09","40708000","11-09-800713"
"09","40709000","11-09-800714"
"09","40710000","11-09-800715"
"09","40711000","11-09-800716"
"09","40712000","11-09-800717"
"09","40713000","11-09-119236"
"09","40714000","11-09-119237"
"09","40715000","11-09-800718"
"09","40716000","11-09-800719"
"09","40801000","11-09-800720"
"09","40802000","11-09-800721"
"09","40803000","11-09-800722"
"09","40804000","11-09-800723"
"09","40805000","11-09-800724"
"09","40806000","11-09-800725"
"09","40807000","11-09-800726"
"09","40808000","11-09-800727"
"09","40901000","11-09-800728"
"09","40902000","11-09-800729"
"09","40903000","11-09-119677"
"09","40904000","11-09-119678"
"09","40905000","11-09-800730"
"09","40906000","11-09-800731"
"09","40907000","11-09-800732"
"09","40908000","11-09-119679"
"09","40909000","11-09-800733"
"09","40910000","11-09-800733"
"09","40911000","11-09-800733"
"09","40912000","11-09-800734"
"09","40913000","11-09-800735"
"09","40914000","11-09-800736"
"09","40915000","11-09-800737"
"09","40916000","11-09-800738"
"09","40917000","11-09-800739"
"09","41001000","11-09-120227"
"09","41002000","11-09-120228"
"09","41003000","11-09-800740"
"09","41004000","11-09-800741"
"09","41005000","11-09-800742"
"09","41006000","11-09-800747"
"09","41007000","11-09-800743"
"09","41008000","11-09-800744"
"09","41009000","11-09-800745"
"09","41101000","11-09-800751"
"09","41102000","11-09-800752"
"09","41103000","11-09-800753"
"09","41104000","11-09-800754"
"09","41105000","11-09-800755"
"09","41106000","11-09-800756"
"09","41107000","11-09-800748"
"09","41108000","11-09-800749"
"09","41109000","11-09-800750"
"09","41110000","11-09-800746"
"09","41111000","11-09-800762"
"09","41112000","11-09-800759"
"09","41113000","11-09-800760"
"09","41114000","11-09-800761"
"09","41115000","11-09-800757"
"09","41116000","11-09-800758"
"09","41201000","11-09-800763"
"09","41202000","11-09-800764"
"09","41203000","11-09-122709"
"09","41204000","11-09-800765"
"09","41205000","11-09-800766"
"09","41206000","11-09-800767"
