pc11_state_id,pc11_town_id,shrid
"03","800179","11-03-800179"
"03","800180","11-03-800180"
"03","800181","11-03-800181"
"03","800182","11-03-800182"
"03","800183","11-03-800183"
"03","800184","11-03-800184"
"03","800185","11-03-800185"
"03","800186","11-03-800186"
"03","800187","11-03-800187"
"03","800188","11-03-800188"
"03","800189","11-03-800189"
"03","800190","11-03-800190"
"03","800191","11-03-800191"
"03","800192","11-03-800192"
"03","800193","11-03-800193"
"03","800194","11-03-800194"
"03","800195","11-03-800195"
"03","800196","11-03-800196"
"03","800197","11-03-800197"
"03","800198","11-03-800198"
"03","800199","11-03-800199"
"03","800200","11-03-800200"
"03","800201","11-03-800201"
"03","800202","11-03-800202"
"03","800203","11-03-800203"
"03","800204","11-03-800204"
"03","800205","11-03-800205"
"03","800206","11-03-800206"
"03","800207","11-03-800207"
"03","800208","11-03-800208"
"03","800209","11-03-800209"
"03","800210","11-03-800210"
"03","800211","11-03-800211"
"03","800212","11-03-800212"
"03","800213","11-03-800213"
"03","800214","11-03-800214"
"03","800215","11-03-800215"
"03","800216","11-03-800216"
"03","800217","11-03-800217"
"03","800218","11-03-800218"
"03","800219","11-03-800219"
"03","800220","11-03-800220"
"03","800221","11-03-800221"
"03","800222","11-03-800222"
"03","800223","11-03-800223"
"03","800224","11-03-800224"
"03","800225","11-03-800225"
"03","800226","11-03-800226"
"03","800227","11-03-800227"
"03","800228","11-03-800228"
"03","800229","11-03-800229"
"03","800230","11-03-800230"
"03","800231","11-03-800231"
"03","800232","11-03-800232"
"03","800233","11-03-800233"
"03","800234","11-03-800234"
"03","800235","11-03-800235"
"03","800236","11-03-800236"
"03","800237","11-03-800237"
"03","800238","11-03-800238"
"03","800239","11-03-800239"
"03","800240","11-03-800240"
"03","800241","11-03-800241"
"03","800242","11-03-800242"
"03","800243","11-03-800243"
"03","800244","11-03-800244"
"03","800245","11-03-800245"
"03","800246","11-03-800246"
"03","800247","11-03-800247"
"03","800248","11-03-800248"
"03","800249","11-03-800249"
"03","800250","11-03-800250"
"03","800251","11-03-800251"
"03","800252","11-03-800252"
"03","800253","11-03-800253"
"03","800254","11-03-800254"
"03","800255","11-03-800255"
"03","800256","11-03-800256"
"03","800257","11-03-800257"
"03","800258","11-03-800258"
"03","800259","11-03-800259"
"03","800260","11-03-800260"
"03","800261","11-03-800261"
"03","800262","11-03-800262"
"03","800264","11-03-800264"
"03","800265","11-03-800265"
"03","800266","11-03-800266"
"03","800267","11-03-800267"
"03","800268","11-03-800268"
"03","800269","11-03-800269"
"03","800270","11-03-800270"
"03","800271","11-03-800271"
"03","800272","11-03-800272"
"03","800273","11-03-800273"
"03","800274","11-03-800274"
"03","800275","11-03-800275"
"03","800276","11-03-800276"
"03","800277","11-03-800277"
"03","800278","11-03-800278"
"03","800279","11-03-800279"
"03","800280","11-03-800280"
"03","800281","11-03-800281"
"03","800282","11-03-800282"
"03","800283","11-03-800283"
"03","800284","11-03-800284"
"03","800285","11-03-800285"
"04","040094","11-04-800286"
"04","040095","11-04-800286"
"04","040096","11-04-800286"
"04","040097","11-04-800286"
"04","040098","11-04-800286"
"04","800286","11-04-800286"
"05","044604","11-05-044604"
"05","045110","11-05-045110"
"05","045111","11-05-045111"
"05","045267","11-05-045267"
"05","045268","11-05-045268"
"05","045269","11-05-045269"
"05","045270","11-05-045270"
"05","045360","11-05-800313"
"05","045361","11-05-045361"
"05","045362","11-05-045362"
"05","045363","11-05-045363"
"05","045364","11-05-045364"
"05","048597","11-05-048597"
"05","048598","11-05-048598"
"05","048841","11-05-048841"
"05","053250","11-05-053250"
"05","054471","11-05-054471"
"05","055293","11-05-055293"
"05","055294","11-05-055294"
"05","055295","11-05-055295"
"05","055697","11-05-055697"
"05","056015","11-05-056015"
"05","056016","11-05-056016"
"05","056316","11-05-056316"
"05","056317","11-05-056317"
"05","056627","11-05-056627"
"05","056628","11-05-056628"
"05","056629","11-05-056629"
"05","056630","11-05-056630"
"05","056631","11-05-056631"
"05","056632","11-05-056632"
"05","056633","11-05-056633"
"05","056634","11-05-056634"
"05","056635","11-05-056635"
"05","056636","11-05-056636"
"05","056637","11-05-056637"
"05","056638","11-05-056638"
"05","056639","11-05-056639"
"05","056777","11-05-056777"
"05","056778","11-05-056778"
"05","056779","11-05-056779"
"05","800287","11-05-800287"
"05","800288","11-05-800288"
"05","800289","11-05-800289"
"05","800290","11-05-800290"
"05","800291","11-05-800291"
"05","800292","11-05-800292"
"05","800293","11-05-800293"
"05","800294","11-05-800294"
"05","800295","11-05-800295"
"05","800296","11-05-800296"
"05","800297","11-05-800297"
"05","800298","11-05-800298"
"05","800299","11-05-800299"
"05","800300","11-05-800300"
"05","800301","11-05-800301"
"05","800302","11-05-800302"
"05","800303","11-05-800303"
"05","800304","11-05-800304"
"05","800305","11-05-800305"
"05","800306","11-05-800306"
"05","800307","11-05-800307"
"05","800308","11-05-800308"
"05","800309","11-05-800309"
"05","800310","11-05-800310"
"05","800311","11-05-800311"
"05","800312","11-05-800312"
"05","800313","11-05-800313"
"05","800314","11-05-800314"
"05","800315","11-05-800315"
"05","800316","11-05-800316"
"05","800317","11-05-800317"
"05","800318","11-05-800318"
"05","800319","11-05-800319"
"05","800320","11-05-800320"
"05","800321","11-05-800321"
"05","800322","11-05-800322"
"05","800323","11-05-800323"
"05","800324","11-05-800324"
"05","800325","11-05-800325"
"05","800326","11-05-800326"
"05","800327","11-05-800327"
"05","800328","11-05-800328"
"05","800329","11-05-800329"
"05","800330","11-05-800330"
"05","800331","11-05-800331"
"05","800332","11-05-800332"
"05","800333","11-05-800333"
"05","800334","11-05-800334"
"05","800335","11-05-800335"
"05","800336","11-05-800336"
"05","800337","11-05-800337"
"05","800338","11-05-800338"
"05","800339","11-05-800339"
"05","800340","11-05-800340"
"05","800341","11-05-800341"
"05","800342","11-05-800342"
"05","800343","11-05-800343"
"05","800344","11-05-800344"
"05","800345","11-05-800345"
"05","800346","11-05-800346"
"05","800347","11-05-800347"
"05","800348","11-05-800348"
"05","800349","11-05-800349"
"05","800350","11-05-800350"
"05","800351","11-05-800351"
"05","800352","11-05-800352"
"05","800353","11-05-800353"
"05","800354","11-05-800354"
"05","800355","11-05-800355"
"05","800356","11-05-800356"
"05","800357","11-05-800357"
"05","800358","11-05-800358"
"05","800359","11-05-800359"
"05","800360","11-05-800360"
"06","057045","11-06-800362"
"06","057167","11-06-057167"
"06","057168","11-06-057168"
"06","057169","11-06-057169"
"06","057170","11-06-057170"
"06","057341","11-06-057341"
"06","057342","11-06-057342"
"06","057507","11-06-057507"
"06","057508","11-06-057508"
"06","057509","11-06-057509"
"06","057510","11-06-057510"
"06","057511","11-06-057511"
"06","057512","11-06-057512"
"06","057513","11-06-057513"
"06","057651","11-06-057651"
"06","057652","11-06-057652"
"06","057958","11-06-057958"
"06","057959","11-06-057959"
"06","057960","11-06-057960"
"06","057961","11-06-057961"
"06","057962","11-06-057962"
"06","057963","11-06-057963"
"06","057964","11-06-057964"
"06","058145","11-06-058145"
"06","058146","11-06-058146"
"06","058298","11-06-058298"
"06","058472","11-06-058472"
"06","059310","11-06-059310"
"06","059496","11-06-059496"
"06","059497","11-06-059497"
"06","059498","11-06-059498"
"06","059499","11-06-059499"
"06","059500","11-06-059500"
"06","059501","11-06-059501"
"06","059502","11-06-059502"
"06","059503","11-06-059503"
"06","059504","11-06-059504"
"06","059505","11-06-059505"
"06","059905","11-06-059905"
"06","059906","11-06-059906"
"06","059907","11-06-059907"
"06","059908","11-06-059908"
"06","060260","11-06-060260"
"06","060411","11-06-060411"
"06","060865","11-06-060865"
"06","061014","11-06-061014"
"06","061015","11-06-061015"
"06","061016","11-06-061016"
"06","061017","11-06-061017"
"06","061018","11-06-061018"
"06","061019","11-06-061019"
"06","061274","11-06-061274"
"06","061679","11-06-061679"
"06","061808","11-06-061808"
"06","061910","11-06-061910"
"06","062334","11-06-062334"
"06","062388","11-06-062388"
"06","062658","11-06-062658"
"06","062659","11-06-062659"
"06","062660","11-06-062660"
"06","062661","11-06-062661"
"06","062662","11-06-062662"
"06","062837","11-06-062837"
"06","062838","11-06-062838"
"06","062924","11-06-062924"
"06","062989","11-06-062989"
"06","063071","11-06-063071"
"06","063190","11-06-063190"
"06","063336","11-06-063336"
"06","063432","11-06-063432"
"06","063498","11-06-063498"
"06","063583","11-06-063583"
"06","063730","11-06-063730"
"06","063731","11-06-063731"
"06","800361","11-06-800361"
"06","800362","11-06-800362"
"06","800363","11-06-800363"
"06","800364","11-06-800364"
"06","800365","11-06-800365"
"06","800366","11-06-800366"
"06","800367","11-06-800367"
"06","800368","11-06-800368"
"06","800369","11-06-800369"
"06","800370","11-06-800370"
"06","800371","11-06-800371"
"06","800373","11-06-800373"
"06","800374","11-06-800374"
"06","800375","11-06-800375"
"06","800376","11-06-800376"
"06","800377","11-06-800377"
"06","800378","11-06-800378"
"06","800379","11-06-800379"
"06","800380","11-06-800380"
"06","800381","11-06-800381"
"06","800382","11-06-800382"
"06","800383","11-06-800383"
"06","800384","11-06-800384"
"06","800385","11-06-800385"
"06","800386","11-06-800386"
"06","800387","11-06-800387"
"06","800388","11-06-800388"
"06","800389","11-06-800389"
"06","800390","11-06-800390"
"06","800391","11-06-800391"
"06","800392","11-06-800392"
"06","800393","11-06-800393"
"06","800394","11-06-800394"
"06","800395","11-06-800395"
"06","800396","11-06-800396"
"06","800397","11-06-800397"
"06","800398","11-06-800398"
"06","800399","11-06-800399"
"06","800400","11-06-800400"
"06","800401","11-06-800401"
"06","800402","11-06-800402"
"06","800403","11-06-800403"
"06","800404","11-06-800404"
"06","800405","11-06-800405"
"06","800406","11-06-800406"
"06","800407","11-06-800407"
"06","800408","11-06-800408"
"06","800409","11-06-800409"
"06","800410","11-06-800410"
"06","800411","11-06-800411"
"06","800412","11-06-800412"
"06","800413","11-06-800413"
"06","800414","11-06-800414"
"06","800415","11-06-800415"
"06","800416","11-06-800416"
"06","800417","11-06-800417"
"06","800418","11-06-800418"
"06","800419","11-06-800419"
"06","800420","11-06-800420"
"06","800421","11-06-800421"
"06","800422","11-06-800422"
"06","800423","11-06-800423"
"06","800424","11-06-800424"
"06","800425","11-06-800425"
"06","800426","11-06-800426"
"06","800427","11-06-800427"
"06","800428","11-06-800428"
"06","800429","11-06-800429"
"06","800430","11-06-800430"
"06","800431","11-06-800431"
"06","800432","11-06-800432"
"06","800433","11-06-800433"
"06","800434","11-06-800434"
"06","800435","11-06-800435"
"06","800436","11-06-800436"
"06","800437","11-06-800437"
"06","800438","11-06-800438"
"06","800439","11-06-800439"
"06","800440","11-06-800440"
"07","063905","11-07-800441"
"07","063906","11-07-800441"
"07","063907","11-07-800441"
"07","063908","11-07-800441"
"07","063909","11-07-800441"
"07","063910","11-07-800441"
"07","063911","11-07-800441"
"07","063912","11-07-800441"
"07","063913","11-07-800441"
"07","063914","11-07-800441"
"07","063915","11-07-800441"
"07","063916","11-07-800441"
"07","063917","11-07-800441"
"07","063918","11-07-800441"
"07","063919","11-07-800441"
"07","063920","11-07-800441"
"07","063921","11-07-800441"
"07","063922","11-07-800441"
"07","063923","11-07-800441"
"07","063936","11-07-800441"
"07","063937","11-07-800441"
"07","063938","11-07-800441"
"07","063939","11-07-800441"
"07","063940","11-07-800441"
"07","063941","11-07-800441"
"07","063942","11-07-800441"
"07","063943","11-07-800441"
"07","063944","11-07-800441"
"07","063945","11-07-800441"
"07","063946","11-07-800441"
"07","063947","11-07-800441"
"07","063948","11-07-800441"
"07","063950","11-07-800441"
"07","063955","11-07-800441"
"07","063956","11-07-800441"
"07","063957","11-07-800441"
"07","063958","11-07-800441"
"07","063968","11-07-800441"
"07","063969","11-07-800441"
"07","063970","11-07-800441"
"07","063971","11-07-800441"
"07","063972","11-07-800441"
"07","063973","11-07-800441"
"07","063974","11-07-800441"
"07","063975","11-07-800441"
"07","063976","11-07-800441"
"07","063977","11-07-800441"
"07","063978","11-07-800441"
"07","063979","11-07-800441"
"07","063980","11-07-800441"
"07","063981","11-07-800441"
"07","063982","11-07-800441"
"07","063983","11-07-800441"
"07","063985","11-07-800441"
"07","063986","11-07-800441"
"07","063987","11-07-800441"
"07","063988","11-07-800441"
"07","063989","11-07-800441"
"07","063990","11-07-800441"
"07","063991","11-07-800441"
"07","063992","11-07-800441"
"07","063995","11-07-800441"
"07","063996","11-07-800441"
"07","063997","11-07-800441"
"07","063998","11-07-800441"
"07","063999","11-07-800441"
"07","064000","11-07-800441"
"07","064001","11-07-800441"
"07","064002","11-07-800441"
"07","064003","11-07-800441"
"07","064045","11-07-800441"
"07","064046","11-07-800441"
"07","064047","11-07-800441"
"07","064048","11-07-800441"
"07","064049","11-07-800441"
"07","064050","11-07-800441"
"07","064051","11-07-800441"
"07","064052","11-07-800441"
"07","064053","11-07-800441"
"07","064054","11-07-800441"
"07","064055","11-07-800441"
"07","064056","11-07-800441"
"07","064057","11-07-800441"
"07","064058","11-07-800441"
"07","064059","11-07-800441"
"07","064060","11-07-800441"
"07","064061","11-07-800441"
"07","064065","11-07-800441"
"07","064066","11-07-800441"
"07","064067","11-07-800441"
"07","064068","11-07-800441"
"07","064069","11-07-800441"
"07","064070","11-07-800441"
"07","064071","11-07-800441"
"07","064072","11-07-800441"
"07","064073","11-07-800441"
"07","064074","11-07-800441"
"07","064075","11-07-800441"
"07","064076","11-07-800441"
"07","064077","11-07-800441"
"07","064078","11-07-800441"
"07","064079","11-07-800441"
"07","064080","11-07-800441"
"07","064081","11-07-800441"
"07","064082","11-07-800441"
"07","064083","11-07-800441"
"07","064084","11-07-800441"
"07","064085","11-07-800441"
"07","064086","11-07-800441"
"07","064087","11-07-800441"
"07","800441","11-07-800441"
"07","800442","11-07-800441"
"07","800443","11-07-800441"
"08","064639","11-08-064639"
"08","064852","11-08-064852"
"08","066362","11-08-066362"
"08","066363","11-08-066363"
"08","066364","11-08-066364"
"08","066641","11-08-066641"
"08","069573","11-08-069573"
"08","069776","11-08-069776"
"08","071111","11-08-071111"
"08","071112","11-08-071112"
"08","071113","11-08-071113"
"08","071463","11-08-071463"
"08","071567","11-08-071567"
"08","071568","11-08-071568"
"08","071949","11-08-071949"
"08","071950","11-08-071950"
"08","072405","11-08-072405"
"08","072517","11-08-072517"
"08","072695","11-08-072695"
"08","072893","11-08-072893"
"08","072894","11-08-072894"
"08","072895","11-08-072895"
"08","073683","11-08-073683"
"08","075197","11-08-075197"
"08","075562","11-08-075562"
"08","077072","11-08-077072"
"08","077198","11-08-077198"
"08","077533","11-08-077533"
"08","078281","11-08-078281"
"08","078282","11-08-078282"
"08","079345","11-08-079345"
"08","079460","11-08-079460"
"08","080247","11-08-080247"
"08","080443","11-08-080443"
"08","080685","11-08-080685"
"08","080898","11-08-080898"
"08","080899","11-08-080899"
"08","080900","11-08-080900"
"08","081930","11-08-081930"
"08","081931","11-08-081931"
"08","081932","11-08-081932"
"08","082168","11-08-082168"
"08","082169","11-08-082169"
"08","082362","11-08-082362"
"08","082987","11-08-082987"
"08","082988","11-08-082988"
"08","083283","11-08-083283"
"08","083284","11-08-083284"
"08","083490","11-08-083490"
"08","083491","11-08-083491"
"08","083743","11-08-083743"
"08","083744","11-08-800540"
"08","085020","11-08-085020"
"08","085021","11-08-085021"
"08","085022","11-08-085022"
"08","088172","11-08-088172"
"08","088468","11-08-088468"
"08","089253","11-08-089253"
"08","090024","11-08-090024"
"08","090133","11-08-090133"
"08","090219","11-08-090219"
"08","090348","11-08-090348"
"08","090726","11-08-090726"
"08","091065","11-08-091065"
"08","091641","11-08-091641"
"08","091642","11-08-091642"
"08","092091","11-08-092091"
"08","092991","11-08-092991"
"08","093680","11-08-093680"
"08","094175","11-08-094175"
"08","094556","11-08-094556"
"08","094557","11-08-094557"
"08","095665","11-08-095665"
"08","096393","11-08-096393"
"08","096535","11-08-096535"
"08","096823","11-08-096823"
"08","097133","11-08-097133"
"08","097134","11-08-097134"
"08","097448","11-08-097448"
"08","098173","11-08-098173"
"08","098426","11-08-098426"
"08","098874","11-08-098874"
"08","098875","11-08-098875"
"08","100868","11-08-100868"
"08","102329","11-08-102329"
"08","102330","11-08-102330"
"08","102331","11-08-102331"
"08","102332","11-08-102332"
"08","102333","11-08-102333"
"08","102334","11-08-102334"
"08","102335","11-08-102335"
"08","102950","11-08-102950"
"08","102951","11-08-102951"
"08","102952","11-08-102952"
"08","103778","11-08-103778"
"08","103985","11-08-103985"
"08","104376","11-08-104376"
"08","104837","11-08-104837"
"08","105388","11-08-105388"
"08","105568","11-08-105568"
"08","105801","11-08-105801"
"08","106672","11-08-106672"
"08","106673","11-08-106673"
"08","106674","11-08-106674"
"08","106675","11-08-106675"
"08","107554","11-08-107554"
"08","107555","11-08-107555"
"08","107556","11-08-107556"
"08","107557","11-08-107557"
"08","107683","11-08-107683"
"08","107879","11-08-107879"
"08","108047","11-08-108047"
"08","800444","11-08-800444"
"08","800445","11-08-800445"
"08","800446","11-08-800446"
"08","800447","11-08-800447"
"08","800448","11-08-800448"
"08","800449","11-08-800449"
"08","800450","11-08-800450"
"08","800451","11-08-800451"
"08","800452","11-08-800452"
"08","800453","11-08-800453"
"08","800454","11-08-800454"
"08","800455","11-08-800455"
"08","800456","11-08-800456"
"08","800457","11-08-800457"
"08","800458","11-08-800458"
"08","800459","11-08-800459"
"08","800460","11-08-800460"
"08","800461","11-08-800461"
"08","800462","11-08-800462"
"08","800463","11-08-800463"
"08","800464","11-08-800464"
"08","800465","11-08-800465"
"08","800466","11-08-800466"
"08","800467","11-08-800467"
"08","800468","11-08-800468"
"08","800469","11-08-800469"
"08","800470","11-08-800470"
"08","800471","11-08-800471"
"08","800472","11-08-800472"
"08","800473","11-08-800473"
"08","800474","11-08-800474"
"08","800475","11-08-800475"
"08","800476","11-08-800476"
"08","800477","11-08-800477"
"08","800478","11-08-800478"
"08","800479","11-08-800479"
"08","800480","11-08-800480"
"08","800481","11-08-800481"
"08","800482","11-08-800482"
"08","800483","11-08-800483"
"08","800484","11-08-800484"
"08","800485","11-08-800485"
"08","800486","11-08-800486"
"08","800487","11-08-800487"
"08","800488","11-08-800488"
"08","800489","11-08-800489"
"08","800490","11-08-800490"
"08","800491","11-08-800491"
"08","800492","11-08-800492"
"08","800493","11-08-800493"
"08","800494","11-08-800494"
"08","800495","11-08-800495"
"08","800496","11-08-800496"
"08","800497","11-08-800497"
"08","800498","11-08-800498"
"08","800499","11-08-800499"
"08","800500","11-08-800500"
"08","800501","11-08-800501"
"08","800502","11-08-800502"
"08","800503","11-08-800503"
"08","800504","11-08-800504"
"08","800505","11-08-800505"
"08","800506","11-08-800506"
"08","800507","11-08-800507"
"08","800508","11-08-800508"
"08","800509","11-08-800509"
"08","800510","11-08-800510"
"08","800511","11-08-800511"
"08","800512","11-08-800512"
"08","800513","11-08-800513"
"08","800514","11-08-800514"
"08","800515","11-08-800515"
"08","800516","11-08-800516"
"08","800517","11-08-800517"
"08","800518","11-08-800518"
"08","800519","11-08-800519"
"08","800520","11-08-800520"
"08","800521","11-08-800521"
"08","800522","11-08-800522"
"08","800523","11-08-800523"
"08","800524","11-08-800524"
"08","800525","11-08-800525"
"08","800526","11-08-800526"
"08","800527","11-08-800527"
"08","800528","11-08-800528"
"08","800529","11-08-800529"
"08","800530","11-08-800530"
"08","800531","11-08-800531"
"08","800532","11-08-800532"
"08","800533","11-08-800533"
"08","800534","11-08-800534"
"08","800535","11-08-800535"
"08","800536","11-08-800536"
"08","800537","11-08-800537"
"08","800538","11-08-800538"
"08","800539","11-08-800539"
"08","800540","11-08-800540"
"08","800541","11-08-800541"
"08","800542","11-08-800542"
