pc91_state_id,pc91_district_id,pc91_town_id,shrid
"07","16","101000","11-24-802606"
"07","16","102000","11-24-522394"
"07","16","103000","11-24-802604"
"07","16","104000","11-24-802605"
"07","16","105000","11-24-802603"
"07","16","106000","11-24-521555"
"07","16","200001","11-24-802608"
"07","16","201000","11-24-802609"
"07","16","300101","11-24-802607"
"07","17","100000","11-24-802629"
"07","17","101000","11-24-802629"
"07","17","102000","11-24-802629"
"07","17","103000","11-24-802629"
"07","17","104000","11-24-802629"
"07","17","105000","11-24-802629"
"07","17","106000","11-24-802629"
"07","17","107000","11-24-802629"
"07","17","108000","11-24-802629"
"07","17","109000","11-24-802629"
"07","17","110000","11-24-802629"
"07","17","111001","11-24-802629"
"07","17","300101","11-24-802629"
"07","17","300200","11-24-802629"
"07","18","100000","11-24-802619"
"07","18","101000","11-24-523318"
"07","18","102000","11-24-523317"
"07","18","103000","11-24-802621"
"07","18","104000","11-24-802622"
"07","18","105000","11-24-802623"
"07","18","106000","11-24-802625"
"07","18","107000","11-24-802626"
"07","18","108000","11-24-802616"
"07","18","109000","11-24-523041"
"07","18","110000","11-24-523016"
"07","18","111000","11-24-522985"
"07","18","112000","11-24-523226"
"07","18","113000","11-24-802620"
"07","18","114001","11-24-523131"
"07","18","115001","11-24-802617"
"07","18","300101","11-24-802614"
"07","18","300200","01-24-42403000"
"07","18","300300","11-24-802615"
"07","18","300400","11-24-802614"
"07","18","310101","11-24-802618"
"07","18","310200","01-24-42505000"
"07","18","310400","01-24-42503000"
"07","18","310500","11-24-523315"
"07","19","100000","11-24-522843"
"07","19","101000","11-24-522842"
"08","01","100000","11-06-800361"
"08","01","101000","11-06-800362"
"08","01","102000","11-06-800362"
"08","01","103000","11-06-800363"
"08","01","104000","11-06-800364"
"08","01","105000","11-06-057509"
"08","01","300000","11-06-800365"
"08","01","310100","11-06-800366"
"08","01","310200","11-06-800367"
"08","02","100000","11-06-058145"
"08","02","101000","11-06-057958"
"08","02","102000","11-06-057964"
"08","02","103000","11-06-057962"
"08","02","104000","11-06-057959"
"08","02","105000","11-06-058146"
"08","02","106000","11-06-058298"
"08","02","300100","11-06-800368"
"08","02","300200","11-06-800368"
"08","02","300300","11-06-800369"
"08","03","100000","01-06-40403000"
"08","03","102000","01-06-40403000"
"08","03","103000","01-06-40403000"
"08","04","100000","11-06-800374"
"08","04","101000","11-06-800375"
"08","04","102002","11-06-800377"
"08","04","103000","11-06-800376"
"08","05","100000","11-06-800380"
"08","05","101000","11-06-800378"
"08","05","102000","11-06-800379"
"08","05","103000","11-06-059310"
"08","05","104000","11-06-800384"
"08","05","300101","11-06-800381"
"08","06","100000","11-06-800383"
"08","06","101000","11-06-800386"
"08","06","300000","11-06-800385"
"08","07","100000","11-06-800388"
"08","07","101000","11-06-800390"
"08","07","300000","11-06-800389"
"08","08","100000","11-06-800387"
"08","08","101000","11-06-800413"
"08","08","102000","11-06-800415"
"08","08","103000","91-08-0800103000"
"08","08","104000","11-06-800417"
"08","08","105000","11-06-800419"
"08","08","106002","11-06-800418"
"08","08","300000","11-06-800414"
"08","09","100000","11-06-800437"
"08","09","101000","11-06-800439"
"08","09","102000","11-06-800440"
"08","09","103000","11-06-800438"
"08","09","300000","11-06-800436"
"08","10","100000","11-06-800428"
"08","10","101000","11-06-800427"
"08","10","102000","11-06-800430"
"08","10","104000","11-06-800431"
"08","10","105000","11-06-800432"
"08","10","106000","11-06-800433"
"08","10","107000","11-06-800434"
"08","10","108000","11-06-800435"
"08","11","100000","11-06-800426"
"08","11","101000","11-06-800424"
"08","11","102000","11-06-800425"
"08","12","100000","11-06-800420"
"08","12","101000","11-06-800421"
"08","12","102000","11-06-800423"
"08","12","103000","11-06-800422"
"08","13","100000","11-06-800408"
"08","13","101000","11-06-800412"
"08","13","102000","11-06-800411"
"08","13","103000","11-06-061274"
"08","13","104000","11-06-800410"
"08","13","300000","11-06-800409"
"08","14","100000","11-06-800391"
"08","14","101000","11-06-800392"
"08","14","102000","11-06-800393"
"08","14","103000","11-06-800394"
"08","14","104000","11-06-800395"
"08","15","100000","11-06-800398"
"08","15","101000","11-06-800396"
"08","15","102000","11-06-060411"
"08","15","103000","11-06-800397"
"08","15","104000","11-06-061014"
"08","15","105000","11-06-800404"
"08","15","106000","11-06-800407"
"08","15","107000","11-06-800406"
"08","15","300101","11-06-800405"
"08","16","100000","11-06-800399"
"08","16","101000","11-06-800400"
"08","16","102000","11-06-800403"
"08","16","300000","11-06-800401"
"09","01","100000","11-02-800091"
"09","01","101000","11-02-800089"
"09","01","102000","11-02-800090"
"09","01","200001","11-02-800088"
"09","01","201000","11-02-800087"
"09","02","100000","11-02-800092"
"09","02","101000","11-02-800097"
"09","02","102000","11-02-800098"
"09","02","103000","11-02-800096"
"09","02","104000","11-02-800095"
"09","02","105000","11-02-800094"
"09","02","106000","11-02-800093"
"09","02","107000","11-02-800099"
"09","03","100000","11-02-800109"
"09","03","101000","11-02-800110"
"09","03","102000","11-02-800111"
"09","03","103000","11-02-800112"
"09","04","100000","11-02-800113"
"09","04","101000","11-02-800114"
"09","04","102000","11-02-800115"
"09","04","103000","11-02-800116"
"09","04","104000","11-02-800117"
"09","05","100000","11-02-800118"
"09","05","101000","11-02-800119"
"09","05","102000","11-02-800120"
"09","05","103000","11-02-800121"
"09","06","100000","11-02-800104"
"09","06","101000","11-02-800105"
"09","06","102000","11-02-800108"
"09","06","103000","11-02-800106"
"09","06","104000","11-02-800107"
"09","06","105000","11-02-014791"
"09","07","100000","11-02-800100"
"09","07","101000","11-02-800101"
"09","07","102000","11-02-800102"
"09","07","103000","11-02-800103"
"09","09","100000","11-02-800133"
"09","09","101000","11-02-800134"
"09","09","102000","11-02-800135"
"09","09","103000","11-02-800138"
"09","09","104000","11-02-800139"
"09","09","105000","11-02-800137"
"09","09","106000","11-02-800141"
"09","09","107000","11-02-800142"
"09","09","300101","11-02-800137"
"09","09","300201","11-02-800136"
"09","09","300300","11-02-024781"
"09","10","100000","11-02-800122"
"09","10","101000","11-02-800123"
"09","10","102000","11-02-800129"
"09","10","103000","11-02-800125"
"09","10","104000","11-02-800128"
"09","10","105000","11-02-800127"
"09","10","106000","11-02-800126"
"09","11","100000","11-02-800130"
"09","11","101000","11-02-022774"
"09","11","102000","11-02-800131"
"09","11","103000","11-02-800132"
"11","01","100000","11-29-803162"
"11","01","101000","11-29-803162"
"11","01","102000","11-29-803162"
"11","01","300101","11-29-803162"
"11","01","300201","11-29-803162"
"11","01","300301","11-29-803162"
"11","01","300401","11-29-803162"
"11","01","300500","11-29-803162"
"11","01","300600","11-29-803162"
"11","01","300700","11-29-803162"
"11","01","300801","11-29-803162"
"11","01","300900","11-29-803162"
"11","01","301000","11-29-803162"
"11","01","301100","11-29-803162"
"11","01","301201","11-29-803162"
"11","01","301301","11-29-803162"
"11","01","301401","11-29-803162"
"11","01","301500","11-29-803162"
"11","01","301601","11-29-803162"
"11","01","301700","11-29-803162"
"11","01","301801","11-29-803162"
"11","01","301901","11-29-803162"
"11","01","302000","11-29-803162"
"11","01","302100","11-29-803162"
"11","01","302201","11-29-803162"
"11","01","302301","11-29-803162"
"11","01","302400","11-29-803162"
"11","01","302500","11-29-803162"
"11","01","302601","11-29-803162"
"11","01","302701","11-29-803162"
"11","01","302801","11-29-803162"
"11","01","302900","11-29-803162"
"11","01","303001","11-29-803162"
"11","02","100000","11-29-803239"
"11","02","101000","11-29-803235"
"11","02","102000","11-29-803233"
"11","02","103000","11-29-803236"
"11","02","104000","11-29-803240"
"11","02","105000","11-29-803237"
"11","02","106000","11-29-803232"
"11","02","107000","11-29-803238"
"11","02","108000","11-29-803234"
"11","03","100000","11-29-803024"
"11","03","101000","11-29-803036"
"11","03","104000","11-29-803030"
"11","03","105000","11-29-803029"
"11","03","106000","11-29-597780"
"11","03","107000","11-29-803032"
"11","03","108000","11-29-803035"
"11","03","109000","11-29-803028"
"11","03","110000","11-29-803025"
"11","03","111000","11-29-598022"
"11","03","112000","11-29-803027"
"11","03","113000","11-29-803021"
"11","03","114000","11-29-803038"
"11","03","115000","11-29-803026"
"11","03","116000","11-29-803022"
"11","03","117000","11-29-803031"
"11","03","118000","11-29-803037"
"11","03","300101","11-29-803033"
"11","03","300200","11-29-803034"
"11","03","300300","11-29-597793"
"11","04","100000","11-29-605010"
"11","04","101000","11-29-605045"
"11","04","102000","11-29-803108"
"11","04","103000","11-29-803125"
"11","04","104000","11-29-803110"
"11","04","105000","11-29-803111"
"11","04","106000","11-29-803117"
"11","04","107000","11-29-803112"
"11","04","108000","11-29-803113"
"11","04","300101","11-29-803109"
"11","04","300200","11-29-598975"
"11","04","310000","11-29-803114"
"11","05","100000","11-29-803057"
"11","05","101000","11-29-803058"
"11","05","102000","11-29-803062"
"11","05","103000","11-29-803061"
"11","06","101000","11-29-803046"
"11","06","102000","11-29-803048"
"11","06","103000","11-29-803054"
"11","06","104000","11-29-803047"
"11","06","105000","11-29-803049"
"11","06","106000","11-29-803050"
"11","06","107000","11-29-803052"
"11","06","108000","11-29-803041"
"11","06","109000","11-29-803045"
"11","06","110000","11-29-803039"
"11","06","111000","11-29-803055"
"11","06","112000","11-29-803044"
"11","06","113000","11-29-803042"
"11","06","114000","11-29-803053"
"11","06","115000","11-29-803056"
"11","06","116000","11-29-803040"
"11","06","300101","11-29-803051"
"11","07","100000","11-29-609292"
"11","07","101000","11-29-803147"
"11","07","102000","11-29-803149"
"11","07","103000","11-29-803148"
"11","07","104000","11-29-803144"
"11","07","105000","11-29-803151"
"11","07","106000","11-29-803150"
"11","07","107000","11-29-803145"
"11","07","108000","11-29-803143"
"11","07","109000","11-29-803146"
"11","08","100000","11-29-803119"
"11","08","101000","11-29-803124"
"11","08","102000","11-29-803123"
"11","08","103000","11-29-803121"
"11","08","104000","11-29-803122"
"11","08","105000","11-29-803126"
"11","08","106000","11-29-606677"
"11","08","107000","11-29-803118"
"11","08","300101","11-29-803120"
"11","08","310101","11-29-803127"
"11","09","100000","11-29-608679"
"11","09","101000","11-29-803183"
"11","09","102000","11-29-608689"
"11","09","103000","11-29-608721"
"11","09","104000","11-29-803142"
"11","09","105000","11-29-803185"
"11","09","106000","11-29-803139"
"11","09","107000","11-29-608856"
"11","09","108000","11-29-803180"
"11","09","109000","11-29-803179"
"11","09","110000","11-29-617598"
"11","09","112000","11-29-803140"
"11","09","113000","11-29-608786"
"11","09","300101","11-29-803181"
"11","09","300200","11-29-803182"
"11","09","300300","11-29-617517"
"11","09","300400","11-29-803181"
"11","09","300500","11-29-617518"
"11","09","300600","01-29-42410000"
"11","09","300700","01-29-42409000"
"11","09","300801","11-29-803181"
"11","09","300901","11-29-803181"
"11","09","310101","11-29-803141"
"11","09","310200","11-29-608850"
"11","09","310300","11-29-803141"
"11","09","310400","11-29-803185"
"11","10","100000","11-29-803084"
"11","10","101000","11-29-803086"
"11","10","102000","11-29-803105"
"11","10","103000","11-29-803076"
"11","10","104000","11-29-803103"
"11","10","105000","11-29-803104"
"11","10","106000","11-29-803088"
"11","10","107000","11-29-803081"
"11","10","108000","11-29-803079"
"11","10","109000","11-29-803082"
"11","10","110000","11-29-803077"
"11","10","111000","11-29-803074"
"11","10","112000","11-29-803085"
"11","10","113000","11-29-803107"
"11","10","114000","11-29-803075"
"11","10","115000","11-29-803102"
"11","10","116000","11-29-803100"
"11","10","117000","11-29-803080"
"11","10","300000","11-29-803083"
"11","10","310000","11-29-803078"
"11","11","100000","11-29-620493"
"11","11","101000","11-29-803205"
"11","11","103000","11-29-803208"
"11","11","104000","11-29-803210"
"11","11","105000","11-29-803218"
"11","11","106000","11-29-620945"
"11","11","107000","11-29-803215"
"11","11","108000","11-29-620588"
"11","11","109000","11-29-620991"
"11","11","110000","11-29-803209"
"11","11","111000","11-29-803217"
"11","11","112000","11-29-803215"
"11","11","113000","11-29-803219"
"11","11","200001","11-29-803212"
"11","11","201000","11-29-803211"
"11","11","210001","11-29-803213"
"11","11","211000","01-29-40415000"
"11","11","300101","11-29-803207"
"11","12","100000","11-29-803175"
"11","12","101000","11-29-803176"
"11","12","102000","11-29-615541"
"11","12","103000","11-29-803172"
"11","12","104000","11-29-803178"
"11","12","105000","11-29-616108"
"11","12","106000","11-29-803177"
"11","12","107000","11-29-616723"
"11","12","108000","11-29-803171"
"11","12","109000","11-29-617422"
"11","12","201000","11-29-803173"
"11","12","300101","11-29-803174"
"11","13","100000","11-29-618089"
"11","13","101000","11-29-803188"
"11","13","102000","11-29-803189"
"11","13","103000","11-29-803187"
"11","13","104000","11-29-803190"
"11","13","105000","11-29-803188"
"11","13","106000","11-29-803188"
"11","13","107000","11-29-617901"
"11","13","108000","11-29-803190"
"11","14","100000","11-29-803229"
"11","14","101000","11-29-803223"
"11","14","102000","11-29-803227"
"11","14","103000","11-29-803231"
"11","14","104000","11-29-803226"
"11","14","105000","11-29-803228"
"11","14","106000","11-29-803221"
"11","14","107000","11-29-803222"
"11","14","108000","11-29-623223"
"11","14","109000","11-29-803225"
"11","14","110000","11-29-803230"
"11","14","111000","11-29-803220"
"11","14","300100","11-29-803224"
"11","14","300301","11-29-803223"
"11","15","100000","11-29-614807"
"11","15","101000","11-29-613710"
"11","15","102000","11-29-803164"
"11","15","103000","01-29-42205000"
"11","15","104000","11-29-803169"
"11","15","105000","11-29-803170"
"11","15","106000","11-29-614053"
"11","15","107000","11-29-803165"
"11","15","108000","11-29-803166"
"11","15","109000","11-29-803167"
"11","15","300000","11-29-803168"
"11","16","100000","11-29-803198"
"11","16","101000","11-29-803201"
"11","16","102000","11-29-803200"
"11","16","103000","11-29-803195"
"11","16","104000","11-29-803192"
"11","16","105000","11-29-803195"
"11","16","106000","11-29-803203"
"11","16","107000","11-29-803193"
"11","16","108000","11-29-619887"
"11","16","109000","11-29-803197"
"11","16","110000","11-29-803191"
"11","16","111000","11-29-618989"
"11","16","112000","11-29-803199"
"11","16","113000","11-29-803202"
"11","16","300101","11-29-803194"
"11","16","300201","11-29-803194"
"11","16","300301","11-29-618713"
"11","17","100000","11-29-803066"
"11","17","101000","11-29-600535"
"11","17","102000","11-29-803065"
"11","17","103000","11-29-803073"
"11","17","104000","11-29-803072"
"11","17","105000","11-29-803064"
"11","17","106000","11-29-803068"
"11","17","107000","11-29-803063"
"11","17","108000","11-29-601860"
"11","17","109000","11-29-600884"
"11","17","110000","11-29-803069"
"11","17","111001","11-29-803072"
"11","17","300101","11-29-803067"
"11","18","100000","11-29-803138"
"11","18","101000","11-29-803129"
"11","18","102000","11-29-803128"
"11","18","103000","11-29-803138"
"11","18","104000","11-29-803130"
"11","18","105000","11-29-608312"
"11","18","106000","11-29-803138"
"11","18","107000","11-29-606736"
"11","18","108000","11-29-803131"
"11","18","109000","11-29-803134"
"11","18","110000","11-29-803133"
"11","18","111000","11-29-803132"
"11","18","112000","11-29-803136"
"11","18","300101","11-29-803138"
"11","18","300201","11-29-803138"
"11","18","310101","11-29-803137"
"11","19","100000","11-29-612434"
"11","19","101000","11-29-803152"
"11","19","102000","11-29-803158"
"11","19","103000","11-29-803156"
"11","19","104000","11-29-803161"
"11","19","105000","11-29-803155"
"11","19","106000","11-29-803154"
"11","19","107000","11-29-803153"
"11","19","108000","11-29-803159"
"11","19","109000","11-29-803160"
"11","19","110000","11-29-610527"
"11","19","300101","11-29-803157"
"11","20","100000","11-29-602879"
"11","20","101000","11-29-803095"
"11","20","102000","11-29-803099"
"11","20","103000","11-29-803090"
"11","20","104000","11-29-803089"
"11","20","105000","91-11-2000113001"
"11","20","106000","11-29-803091"
"11","20","107000","11-29-803098"
"11","20","108000","11-29-602605"
"11","20","109000","11-29-803090"
"11","20","110000","11-29-803096"
"11","20","111000","11-29-602940"
"11","20","112000","11-29-803092"
"11","20","113001","91-11-2000113001"
"12","01","100000","11-32-627122"
"12","01","101000","11-32-803255"
"12","01","300100","11-32-803256"
"12","01","300200","11-32-803256"
"12","01","300300","11-32-803256"
"12","01","300400","11-32-803256"
"12","02","100000","11-32-803257"
"12","02","101000","11-32-803258"
"12","02","102000","11-32-627221"
"12","02","103000","11-32-627225"
"12","02","104000","11-32-627226"
"12","02","105000","11-32-627229"
"12","02","106000","11-32-627228"
"12","02","107000","11-32-627234"
"12","02","108000","11-32-627237"
"12","02","109000","11-32-627235"
"12","02","110000","11-32-627236"
"12","02","111000","11-32-627241"
"12","02","112000","11-32-627244"
"12","02","113000","11-32-627243"
"12","02","114000","11-32-627242"
"12","02","115000","11-32-627248"
"12","02","116000","11-32-627247"
"12","02","117000","11-32-627246"
"12","02","118000","11-32-803261"
"12","02","119000","11-32-627274"
"12","02","120000","11-32-627275"
"12","02","121000","11-32-627281"
"12","02","122000","11-32-627280"
"12","02","123000","11-32-627279"
"12","02","124000","11-32-803262"
"12","02","125000","11-32-627285"
"12","02","126000","11-32-627284"
"12","02","127000","11-32-627289"
"12","02","128000","11-32-627292"
"12","02","129000","11-32-627291"
"12","02","300100","11-32-803259"
"12","02","300200","11-32-803260"
"12","02","300300","11-32-627230"
"12","02","300400","11-32-627231"
"12","02","300500","11-32-627232"
"12","02","300600","11-32-627233"
"12","02","300700","11-32-627240"
"12","02","300800","11-32-627238"
"12","02","300900","11-32-627239"
"12","02","301000","11-32-627245"
"12","02","301100","11-32-627249"
"12","02","301200","11-32-627283"
"12","02","301300","11-32-627291"
"12","02","301400","11-32-803263"
"12","02","301500","11-32-627290"
"12","03","100000","11-32-803264"
"12","04","100000","11-32-627357"
"12","04","101000","11-32-627429"
"12","04","102000","11-32-627431"
"12","04","103000","11-32-627434"
"12","04","300101","11-32-803267"
"12","04","300200","11-32-803267"
"12","04","300300","11-32-803267"
"12","04","300400","11-32-803267"
"12","04","300500","11-32-627433"
"12","04","300600","11-32-627435"
"12","04","300700","11-32-627432"
"12","04","300800","11-32-627436"
"12","04","300900","11-32-803267"
"12","04","301000","11-32-627438"
"12","04","301100","11-32-627439"
"12","04","301200","11-32-803267"
"12","04","310100","11-32-803265"
"12","04","310200","11-32-627364"
"12","05","100000","11-32-803270"
"12","05","101000","11-32-803271"
"12","05","102000","11-32-803272"
"12","05","300101","11-32-803269"
"12","05","300200","11-32-803268"
"12","06","100000","11-32-803273"
"12","06","101000","11-32-803274"
"12","06","102000","11-32-627627"
"12","06","200001","11-32-803276"
"12","06","201000","11-32-803276"
"12","06","202000","11-32-627683"
"12","06","300101","11-32-803275"
"12","06","300200","11-32-803275"
"12","06","300300","11-32-803275"
"12","07","100000","11-32-803277"
"12","07","101000","11-32-627768"
"12","07","102000","11-32-627835"
"12","07","103000","11-32-627834"
"12","07","104000","11-32-627838"
"12","07","105000","11-32-803280"
"12","07","106000","11-32-803280"
"12","07","107000","11-32-627855"
"12","07","108000","11-32-627854"
"12","07","109000","11-32-627864"
"12","07","110000","11-32-627852"
"12","07","111000","91-12-0700111000"
"12","07","112000","11-32-627922"
"12","07","113000","11-32-803282"
"12","07","114000","11-32-803283"
"12","07","115000","11-32-627937"
"12","07","200001","11-32-803281"
"12","07","201000","11-32-803281"
"12","07","202000","11-32-627882"
"12","07","300100","11-32-803278"
"12","07","300200","11-32-803279"
"12","07","300300","11-32-803278"
"12","07","300400","11-32-627800"
"12","07","300500","11-32-627799"
"12","07","300600","11-32-627803"
"12","07","300700","11-32-627802"
"12","07","300800","11-32-627806"
"12","07","300900","11-32-627807"
"12","07","310101","11-32-803280"
"12","07","310200","11-32-803280"
"12","07","310300","11-32-803280"
"12","07","310400","11-32-803280"
"12","07","310500","11-32-803280"
"12","07","310600","11-32-803280"
"12","07","310700","11-32-627845"
"12","07","310800","11-32-803280"
"12","07","310900","11-32-803280"
"12","07","311000","11-32-803280"
"12","07","311100","11-32-803280"
"12","07","311200","11-32-803280"
"12","08","100000","11-32-803284"
"12","08","101000","11-32-803285"
"12","08","102000","11-32-627986"
"12","08","103000","11-32-627985"
"12","08","104000","11-32-627984"
"12","08","105000","11-32-803291"
"12","08","106000","11-32-628031"
"12","08","107000","11-32-628035"
"12","08","108000","11-32-803292"
"12","08","300101","11-32-803288"
"12","08","300200","11-32-803286"
"12","08","300300","11-32-627980"
"12","08","300400","11-32-627979"
"12","08","300500","11-32-803287"
"12","08","300700","11-32-627990"
"12","08","300900","11-32-627991"
"12","08","301000","11-32-627988"
"12","08","301100","11-32-627992"
"12","08","301300","11-32-628009"
"12","08","301400","11-32-628011"
"12","08","301600","11-32-628008"
"12","08","301700","11-32-628012"
"12","08","301800","11-32-803290"
"12","08","301900","11-32-628015"
"12","09","100000","01-32-40901000"
"12","09","101000","11-32-803293"
"12","10","100000","11-32-803294"
"12","10","101000","11-32-628138"
"12","10","102000","11-32-803295"
"12","10","103000","11-32-803297"
"12","10","104000","11-32-628197"
"12","10","300101","11-32-803296"
"12","10","300200","11-32-628174"
"12","10","300300","11-32-803296"
"12","11","100000","11-32-628215"
"12","11","101000","11-32-628214"
"12","11","102000","11-32-628217"
"12","11","103000","11-32-628232"
"12","11","104000","11-32-803300"
"12","11","105000","11-32-628271"
"12","11","106000","11-32-628280"
"12","11","300100","11-32-803298"
"12","11","300200","11-32-803298"
"12","11","300300","11-32-803298"
"12","11","300400","11-32-803298"
"12","11","300500","11-32-628225"
"12","11","310200","11-32-628234"
"12","12","100000","11-32-803303"
"12","12","101000","11-32-803304"
"12","12","102000","11-32-628343"
"12","12","103000","11-32-803305"
"12","13","101000","11-32-803308"
"12","13","300101","11-32-803306"
"12","13","300200","11-32-803306"
"12","13","300300","11-32-803306"
"12","13","300400","11-32-803306"
"12","13","300500","91-12-1300300500"
"12","14","100000","11-32-803309"
"12","14","101000","11-32-628475"
"12","14","102000","11-32-803310"
"12","14","103000","11-32-803311"
"12","14","104000","11-32-803313"
"12","14","300101","11-32-803312"
"12","14","300200","11-32-803312"
"12","14","300300","11-32-803312"
"12","14","300400","11-32-803312"
"12","14","300500","11-32-803312"
"13","01","100000","11-23-802081"
"13","01","101000","11-23-802082"
"13","01","102000","11-23-802087"
"13","01","103000","11-23-802086"
"13","01","104001","11-23-802085"
"13","01","105001","11-23-802084"
"13","01","106001","11-23-802088"
"13","01","107000","11-23-802078"
"13","01","108000","11-23-802079"
"13","01","109000","11-23-802080"
"13","01","300000","11-23-802083"
"13","02","100000","11-23-802089"
"13","02","101000","11-23-802093"
"13","02","102000","11-23-802091"
"13","02","103000","11-23-802092"
"13","02","104000","11-23-802094"
"13","02","105000","11-23-802096"
"13","02","106000","11-23-802095"
"13","02","107000","11-23-802097"
"13","02","108000","11-23-802098"
"13","02","109000","11-23-802099"
"13","02","300000","11-23-802090"
"13","03","100000","11-23-802106"
"13","03","101000","11-23-802102"
"13","03","102000","11-23-454188"
"13","03","103000","11-23-802103"
"13","03","104000","11-23-802104"
"13","03","105000","11-23-802105"
"13","03","106000","11-23-802111"
"13","03","300100","11-23-802100"
"13","03","300200","11-23-802101"
"13","04","100000","11-23-802107"
"13","04","101000","11-23-802111"
"13","04","102000","11-23-802109"
"13","05","101000","11-23-802115"
"13","05","102000","11-23-802117"
"13","05","103000","11-23-802118"
"13","05","104000","11-23-802116"
"13","05","300000","11-23-802112"
"13","06","100000","11-23-802406"
"13","06","101001","11-23-802407"
"13","06","102000","11-23-802408"
"13","06","103000","11-23-802078"
"13","06","104000","11-23-802402"
"13","06","105001","11-23-802409"
"13","06","106000","11-23-802404"
"13","06","107000","11-23-802403"
"13","06","108001","11-23-802408"
"13","06","300000","11-23-802401"
"13","07","100000","11-23-802119"
"13","07","101000","11-23-802122"
"13","07","102000","11-23-802120"
"13","07","103000","11-23-802123"
"13","07","104000","11-23-802124"
"13","07","105000","11-23-802126"
"13","07","106000","11-23-802125"
"13","07","107000","11-23-802129"
"13","07","108000","11-23-802128"
"13","07","109000","11-23-802130"
"13","07","110000","11-23-802127"
"13","07","111000","11-23-802131"
"13","08","100000","11-23-802135"
"13","08","101000","11-23-802132"
"13","08","102000","11-23-802133"
"13","08","103000","11-23-802136"
"13","08","104000","11-23-802134"
"13","08","105000","11-23-802137"
"13","08","106000","11-23-802138"
"13","08","107001","11-23-802139"
"13","08","108000","11-23-802141"
"13","08","109000","11-23-802144"
"13","08","110000","11-23-802145"
"13","08","111000","11-23-802142"
"13","08","112000","11-23-802143"
"13","08","113000","11-23-802146"
"13","09","100000","11-23-802147"
"13","09","101001","11-23-802148"
"13","09","102000","11-23-802149"
"13","09","103000","11-23-802150"
"13","09","104000","11-23-802151"
"13","10","100000","11-23-802156"
"13","10","101000","11-23-802155"
"13","10","102001","11-23-802154"
"13","10","103000","11-23-802158"
"13","10","104000","11-23-802157"
"13","10","105000","11-23-802161"
"13","10","106000","11-23-460965"
"13","10","107000","11-23-802162"
"13","10","108000","11-23-802163"
"13","10","200001","11-23-802153"
"13","10","201000","11-23-459749"
"13","10","300101","11-23-802159"
"13","10","300200","11-23-802160"
"13","11","100000","11-23-802164"
"13","11","101000","11-23-802165"
"13","11","102000","11-23-802166"
"13","11","103000","11-23-802168"
"13","11","300101","11-23-802167"
"13","12","100000","11-23-802172"
"13","12","101000","11-23-802169"
"13","12","102000","11-23-802173"
"13","12","103000","11-23-802177"
"13","12","104000","11-23-802174"
"13","12","105000","91-13-1200105000"
"13","12","106000","11-23-802176"
"13","12","107000","11-23-802175"
"13","12","108000","11-23-802178"
"13","12","109000","11-23-802179"
"13","12","300101","11-23-802170"
"13","13","100000","11-23-802180"
"13","13","101000","11-23-802181"
"13","13","102000","11-23-802182"
"13","13","103000","11-23-802185"
"13","13","104000","11-23-802188"
"13","13","105000","11-23-802186"
"13","13","106000","11-23-802183"
"13","13","107000","11-23-802184"
"13","13","108000","11-23-802187"
"13","13","109000","11-23-802191"
"13","13","110000","11-23-802190"
"13","13","300000","11-23-802189"
"13","14","100000","11-23-802410"
"13","14","101000","11-23-802411"
"13","14","102000","11-23-802412"
"13","14","103000","11-23-802193"
"13","14","104000","11-23-802192"
"13","14","105000","11-23-802195"
"13","14","106001","11-23-802194"
"13","14","107000","11-23-802416"
"13","14","108000","11-23-802417"
"13","14","109000","11-23-501949"
"13","14","110000","11-23-501950"
"13","14","111000","11-23-501952"
"13","14","112000","11-23-802418"
"13","14","113000","11-23-802419"
"13","14","114000","11-23-802420"
"13","14","200001","11-23-802413"
"13","14","201000","11-23-802411"
"13","14","210001","11-23-802414"
"13","14","211000","11-23-802415"
"13","14","212000","11-23-501529"
"13","15","100000","11-23-802424"
"13","15","101000","11-23-802426"
"13","15","102000","11-23-802426"
"13","15","103000","11-23-802426"
"13","15","104000","11-23-802426"
"13","15","105000","11-23-802426"
"13","16","100000","11-23-802198"
"13","16","101000","11-23-802199"
"13","16","102000","11-23-802196"
"13","16","103000","11-23-802197"
"13","16","104000","11-23-802205"
"13","16","105000","11-23-469140"
"13","16","106000","11-23-802202"
"13","16","107000","11-23-802203"
"13","16","108001","11-23-802200"
"13","16","109001","11-23-802209"
"13","16","110000","11-23-802201"
"13","16","111000","11-23-802206"
"13","16","112000","11-23-802207"
"13","16","113000","11-23-802208"
"13","16","114000","11-23-802210"
"13","16","115000","11-23-802211"
"13","16","116000","11-23-802213"
"13","16","117000","11-23-802212"
"13","17","100000","11-23-802218"
"13","17","101000","11-23-802219"
"13","17","102001","11-23-802216"
"13","17","103000","11-23-802215"
"13","17","104000","11-23-802217"
"13","17","105000","11-23-802221"
"13","17","106001","11-23-802220"
"13","17","300100","11-23-802222"
"13","17","300200","11-23-471043"
"13","18","100000","11-23-802227"
"13","18","101000","11-23-802225"
"13","18","102000","11-23-802224"
"13","18","103000","11-23-802226"
"13","18","104001","11-23-802228"
"13","18","105001","11-23-802231"
"13","18","300101","11-23-802230"
"13","19","100000","11-23-802232"
"13","19","101000","11-23-802233"
"13","19","102000","11-23-802234"
"13","19","103000","11-23-802236"
"13","19","104000","11-23-802235"
