pc91_state_id,pc91_district_id,pc91_town_id,shrid
"05","32","301100","11-20-361864"
"05","32","301200","01-20-41237000"
"05","32","301300","01-20-41226000"
"05","32","301400","01-20-41233000"
"05","32","301500","01-20-41228000"
"05","32","301600","01-20-41234000"
"05","32","301700","01-20-41235000"
"05","32","301800","01-20-41232000"
"05","32","301900","01-20-41225000"
"05","32","302000","01-20-41206000"
"05","32","302100","01-20-41209000"
"05","32","302200","11-20-361535"
"05","32","302300","11-20-361609"
"05","32","302400","01-20-41205000"
"05","32","310100","11-20-362723"
"05","32","310200","11-20-801778"
"05","33","100000","11-20-801768"
"05","33","101000","11-20-352566"
"05","33","102000","11-20-362288"
"05","33","103000","11-20-352240"
"05","33","104000","11-20-352759"
"05","33","105000","11-20-362292"
"05","33","200001","11-20-362417"
"05","33","201000","11-20-362421"
"05","33","300100","11-20-801777"
"05","33","300200","11-20-362298"
"05","33","300300","11-20-362299"
"05","33","300400","11-20-362296"
"05","34","100000","11-20-801765"
"05","34","101000","11-20-801767"
"05","34","102000","11-20-801766"
"05","34","103000","11-20-368578"
"05","34","104000","11-20-368662"
"05","34","105000","11-20-369013"
"05","34","106000","11-20-369014"
"05","34","107000","11-20-801788"
"05","34","200001","11-20-801789"
"05","34","201000","11-20-369121"
"05","34","202000","11-20-369015"
"05","34","210001","11-20-368939"
"05","34","210002","11-20-368937"
"05","34","210003","11-20-368938"
"05","34","220001","11-20-369092"
"05","34","220002","11-20-369093"
"05","34","220003","11-20-369071"
"05","34","230001","11-20-369095"
"05","34","230002","11-20-369094"
"05","34","300100","11-20-369009"
"05","34","300200","11-20-369010"
"05","35","100000","11-20-801786"
"05","35","101000","11-20-801784"
"05","35","102000","11-20-801787"
"05","35","103000","11-20-367024"
"05","35","104000","11-20-801764"
"05","35","105000","01-20-40201000"
"05","35","106000","11-20-367010"
"05","36","100000","11-20-801779"
"05","37","100000","11-20-801797"
"05","37","101000","11-20-801798"
"05","38","100000","11-20-373896"
"05","38","101000","11-20-801796"
"05","38","102000","11-20-801795"
"05","38","200001","11-20-373461"
"05","38","201000","11-20-373459"
"05","38","202000","11-20-373460"
"05","38","300100","11-20-801794"
"05","38","300200","11-20-373565"
"05","39","100000","11-20-363618"
"05","39","101000","11-20-801783"
"05","39","102000","11-20-363955"
"05","39","103000","11-20-363954"
"05","39","500101","11-20-801781"
"05","39","500200","11-20-801782"
"05","39","500300","11-20-363453"
"05","39","500400","11-20-801780"
"05","39","500500","11-20-363457"
"05","39","500600","11-20-363454"
"05","39","500700","11-20-363455"
"05","39","500800","11-20-363458"
"05","39","500900","11-20-363456"
"05","40","100000","11-20-801800"
"05","40","101000","11-20-378290"
"05","40","102000","11-20-377918"
"05","40","103000","11-20-377916"
"05","40","104000","11-20-377920"
"05","40","105001","11-20-801799"
"05","40","106000","11-20-801802"
"05","40","107000","11-20-379462"
"05","40","108000","01-20-41706000"
"05","40","109000","01-20-41711000"
"05","40","110000","11-20-378379"
"05","40","111000","11-20-378378"
"05","40","112000","11-20-377852"
"05","40","113000","11-20-379287"
"05","40","510100","11-20-801801"
"05","41","100000","11-10-801307"
"05","41","101000","11-10-801306"
"05","41","102000","11-10-801305"
"05","42","100000","11-10-801310"
"05","42","101000","11-10-801309"
"05","42","102000","11-10-801308"
"06","01","100000","11-30-626733"
"06","01","101000","11-30-803244"
"06","01","102000","11-30-626695"
"06","01","103000","11-30-626697"
"06","01","104000","11-30-626693"
"06","01","105000","11-30-626727"
"06","01","106000","11-30-803242"
"06","01","107000","11-30-626764"
"06","01","108000","11-30-626701"
"06","01","109000","11-30-803241"
"06","01","110000","11-30-803247"
"06","01","111000","11-30-626699"
"06","01","112000","11-30-626690"
"06","01","113000","11-30-803246"
"06","01","200001","11-30-803243"
"06","01","201000","11-30-803243"
"06","01","202000","11-30-803243"
"06","02","100000","11-30-626931"
"06","02","101000","11-30-803254"
"06","02","102000","11-30-626933"
"06","02","103000","11-30-626887"
"06","02","104000","11-30-803250"
"06","02","105000","11-30-803252"
"06","02","106000","11-30-803251"
"06","02","107000","11-30-626925"
"06","02","108000","11-30-803253"
"06","02","200001","11-30-803249"
"06","02","201000","11-30-626930"
"06","02","210001","11-30-803248"
"06","02","211000","11-30-626885"
"07","01","100000","11-24-802513"
"07","01","101000","11-24-513672"
"07","01","102000","11-24-513913"
"07","01","103000","11-24-802521"
"07","01","104000","11-24-802520"
"07","01","105000","11-24-802510"
"07","01","106000","11-24-513486"
"07","01","108000","11-24-513671"
"07","01","109000","01-24-41004000"
"07","01","110000","11-24-802512"
"07","01","111000","11-24-802511"
"07","01","112000","11-24-513704"
"07","01","113000","11-24-802517"
"07","01","114000","11-24-802518"
"07","01","300101","11-24-802516"
"07","01","300200","01-24-41010000"
"07","01","300300","01-24-41011000"
"07","02","100000","11-24-513446"
"07","02","101000","11-24-802506"
"07","02","102000","11-24-512921"
"07","02","103000","11-24-512731"
"07","02","104000","11-24-802500"
"07","02","105000","11-24-802503"
"07","02","106000","11-24-513104"
"07","02","107001","11-24-802504"
"07","02","108001","11-24-802507"
"07","02","109001","11-24-802508"
"07","02","300101","11-24-802501"
"07","02","300200","11-24-802501"
"07","02","310101","11-24-802499"
"07","03","100000","11-24-802497"
"07","03","101000","11-24-512426"
"07","03","102000","11-24-802496"
"07","03","103000","11-24-802495"
"07","03","104000","11-24-802490"
"07","03","105000","11-24-802491"
"07","03","106000","11-24-512108"
"07","03","107000","11-24-512159"
"07","03","108000","11-24-512189"
"07","03","300101","11-24-802493"
"07","03","300201","11-24-802494"
"07","04","100000","11-24-516284"
"07","04","101000","11-24-516334"
"07","04","102000","11-24-802555"
"07","04","103000","11-24-516804"
"07","04","104000","11-24-802553"
"07","04","105000","11-24-802554"
"07","04","106000","11-24-802552"
"07","04","107000","11-24-516414"
"07","04","108000","11-24-516225"
"07","04","109000","11-24-516226"
"07","04","110000","11-24-802550"
"07","04","111000","11-24-802548"
"07","04","112000","11-24-516016"
"07","04","113000","11-24-802549"
"07","04","114001","11-24-802557"
"07","04","115001","11-24-802545"
"07","04","300101","11-24-802551"
"07","05","100000","11-24-515697"
"07","05","101000","11-24-802544"
"07","05","102000","11-24-802547"
"07","05","103000","01-24-42514000"
"07","05","104000","11-24-802546"
"07","05","105000","11-24-802537"
"07","05","106000","01-24-42002000"
"07","05","107000","11-24-802543"
"07","05","108000","11-24-802539"
"07","05","109000","11-24-802540"
"07","05","110000","11-24-802541"
"07","05","111001","11-24-802542"
"07","06","100000","11-24-514505"
"07","06","101000","11-24-514522"
"07","06","102000","11-24-514687"
"07","06","103000","11-24-802534"
"07","06","104000","11-24-514850"
"07","06","105000","11-24-802531"
"07","06","106000","11-24-802524"
"07","06","107000","01-24-41103000"
"07","06","108000","11-24-802525"
"07","06","109000","11-24-802527"
"07","06","110000","11-24-802526"
"07","06","111000","11-24-802528"
"07","06","112000","11-24-514420"
"07","06","113000","11-24-802530"
"07","06","114000","11-24-802538"
"07","06","115000","11-24-515359"
"07","06","116001","11-24-802532"
"07","06","300101","11-24-802529"
"07","06","300200","01-24-41204000"
"07","06","310101","11-24-515041"
"07","06","310201","11-24-802535"
"07","06","320101","11-24-802522"
"07","06","320200","11-24-802523"
"07","07","100000","11-24-507349"
"07","07","101000","11-24-802446"
"07","07","102000","11-24-507105"
"07","07","103000","11-24-802442"
"07","07","104000","11-24-802443"
"07","07","105000","11-24-802444"
"07","07","106000","11-24-507358"
"07","07","300000","11-24-802447"
"07","07","310101","11-24-802445"
"07","07","310200","11-24-802445"
"07","08","100000","11-24-508229"
"07","08","101000","11-24-508111"
"07","08","102000","11-24-802451"
"07","08","103000","11-24-802454"
"07","08","104000","11-24-802448"
"07","08","105000","11-24-508001"
"07","08","106001","11-24-802450"
"07","09","100000","11-24-802469"
"07","09","101000","11-24-802470"
"07","09","102000","11-24-802471"
"07","09","103000","11-24-802466"
"07","09","104000","11-24-510446"
"07","09","105000","11-24-802472"
"07","09","106000","11-24-510996"
"07","09","107001","11-24-802468"
"07","10","100000","11-24-802458"
"07","10","101000","11-24-509611"
"07","10","102000","11-24-802457"
"07","10","103000","11-24-802460"
"07","10","104000","11-24-802459"
"07","10","105000","11-24-802462"
"07","10","106000","11-24-802477"
"07","10","107001","11-24-802455"
"07","10","108001","11-24-802465"
"07","10","109001","11-24-802456"
"07","10","110001","11-24-802461"
"07","10","111001","11-24-802463"
"07","10","200001","11-24-802475"
"07","10","201000","11-24-802475"
"07","10","300101","11-24-802464"
"07","11","100000","01-24-40607000"
"07","11","101000","01-24-40608000"
"07","11","300000","11-24-802479"
"07","12","100000","11-24-802484"
"07","12","101000","11-24-802484"
"07","12","102000","11-24-802484"
"07","12","103000","11-24-802484"
"07","12","104000","11-24-802484"
"07","12","105000","11-24-802484"
"07","12","106000","11-24-802484"
"07","12","107000","11-24-802484"
"07","12","108000","11-24-802484"
"07","12","109000","11-24-802484"
"07","12","110000","11-24-802484"
"07","12","111000","11-24-802484"
"07","12","112001","11-24-802484"
"07","12","300101","11-24-802484"
"07","12","300200","11-24-802484"
"07","12","300300","11-24-802484"
"07","12","300400","11-24-802484"
"07","12","300500","11-24-802484"
"07","12","300600","11-24-802484"
"07","12","300700","11-24-802484"
"07","12","300800","11-24-802484"
"07","12","300900","11-24-802484"
"07","12","301000","11-24-802484"
"07","12","301100","11-24-802484"
"07","12","301200","11-24-802484"
"07","13","100000","11-24-802574"
"07","13","101000","11-24-802575"
"07","13","102000","11-24-517621"
"07","13","103000","11-24-802559"
"07","13","104000","11-24-802566"
"07","13","105000","11-24-802558"
"07","13","106000","11-24-802568"
"07","13","107000","11-24-517060"
"07","13","108000","11-24-802571"
"07","13","109000","11-24-802573"
"07","13","110000","11-24-802572"
"07","13","111000","11-24-517318"
"07","13","112000","11-24-802580"
"07","13","113000","11-24-517720"
"07","13","114001","11-24-802581"
"07","13","115001","11-24-802567"
"07","13","300101","11-24-802576"
"07","13","310101","11-24-802562"
"07","13","310200","11-24-802563"
"07","13","310300","11-24-802565"
"07","13","310400","11-24-802564"
"07","14","100000","11-24-518889"
"07","14","101000","11-24-802583"
"07","14","102000","11-24-802582"
"07","14","103000","11-24-802591"
"07","14","104001","11-24-802586"
"07","14","105001","11-24-802588"
"07","14","200001","11-24-802590"
"07","14","201000","11-24-519476"
"07","14","300101","11-24-802585"
"07","15","100000","11-24-802595"
"07","15","101000","11-24-519906"
"07","15","102000","11-24-519907"
"07","15","103000","11-24-802602"
"07","15","104000","11-24-802598"
"07","15","105000","11-24-802600"
"07","15","106000","11-24-520811"
"07","15","107000","11-24-520812"
"07","15","108000","11-24-520236"
"07","15","109000","11-24-802599"
"07","15","110000","11-24-520513"
"07","15","111000","11-24-521250"
"07","15","112001","11-24-802601"
"07","15","113001","11-24-520919"
"07","15","300101","11-24-802596"
"07","15","300200","11-24-519910"
"07","15","300300","11-24-802594"
"07","15","300400","11-24-519909"
"07","15","300500","11-24-802596"
"07","15","300600","11-24-519912"
"07","15","300700","11-24-519908"
"07","16","100000","11-24-522158"
